Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,latitude,longitude
Freckland Wood,SK524527,452400,352700,1250.0,England,5.0,3,2018,2020,UKBMS,53.068976,-1.2194178
Newstead & Annesley CP 2,SK521530,452100,353000,2318.0,England,6.0,3,2018,2020,UKBMS,53.071702,-1.2238462
"School Lane, Colston Bassett",SK693327,469300,332700,1400.0,England,8.0,3,2018,2020,UKBMS,,
"Langar Lane, Colston Bassett",SK705333,470500,333300,1668.0,England,8.0,1,2018,2018,UKBMS,,
"Washpit Lane, Colston Bassett",SK695337,469500,333700,2150.0,England,10.0,1,2018,2018,UKBMS,,
Bevercotes Pit Wood,SK696734,469600,373400,1332.0,England,5.0,3,2018,2020,UKBMS,53.253056,-0.95826634
Newark Mather Road,SK798544,479800,354400,1450.0,England,6.0,2,2018,2019,UKBMS,53.080871,-0.81015048
Dene Quarry & Gang Mine NR,SK280550,428000,355000,3713.0,England,9.0,3,2018,2020,UKBMS,53.091481,-1.5833564
Markham South Pit - Linear Route,SK450715,445000,371500,2810.0,England,7.0,3,2018,2020,UKBMS,53.23863,-1.3272133
Markham South Pit - Perimeter Route,SK450710,445000,371000,2605.0,England,8.0,3,2018,2020,UKBMS,53.234135,-1.3272838
Bamford 2,SK200820,420000,382000,2575.0,England,8.0,3,2018,2020,UKBMS,53.334535,-1.7011276
Derby Canal Little Eaton,SK360400,436000,340000,1500.0,England,5.0,3,2018,2020,UKBMS,52.956172,-1.4655736
The Forge Ironville,SK441512,444100,351200,1500.0,England,5.0,3,2018,2020,UKBMS,53.056241,-1.3434848
Upper Longdendale,SK095995,409500,399500,3000.0,England,10.0,2,2018,2019,UKBMS,53.492124,-1.8582815
Lower Longdendale,SK034972,403400,397200,2000.0,England,10.0,2,2018,2019,UKBMS,53.471524,-1.9502467
Woodthorpe Grange Park,SK583434,458300,343400,1900.0,England,6.0,1,2018,2018,UKBMS,52.984777,-1.1330521
"Brown's Hay, Sandhills",SK506109,450600,310900,,England,15.0,3,2018,2020,UKBMS,,
Charnwood Lodge,SK468157,446800,315700,,England,9.0,3,2018,2020,UKBMS,52.736915,-1.3083019
"Cover Cloud, Sandhills",SK497103,449700,310300,,England,15.0,3,2018,2020,UKBMS,,
Fosse Meadows (2018),SP489910,448900,291000,,England,10.0,3,2018,2020,UKBMS,52.514701,-1.2808496
"The Cordals, South Kilworth",SP611821,461100,282100,,England,8.0,1,2018,2018,UKBMS,,
Quarry Lane Nature Reserve,SK534601,453400,360100,2500.0,England,9.0,2,2019,2020,UKBMS,53.13539,-1.2032674
Ashbourne Town,SK175465,417500,346500,1703.0,England,10.0,2,2019,2020,UKBMS,53.01552,-1.740599
Spring Wood Unstone,SK391768,439100,376800,1000.0,England,10.0,1,2019,2019,UKBMS,53.286733,-1.4149594
Norbriggs Flash,SK444754,444400,375400,2475.0,England,8.0,2,2019,2020,UKBMS,53.273734,-1.3356599
Cunningdale,SK076732,407600,373200,1437.0,England,6.0,2,2019,2020,UKBMS,53.255755,-1.8875418
Eastern Moors - Curbar,SK255755,425500,375500,3990.0,England,9.0,1,2019,2019,UKBMS,53.275874,-1.6190573
Charnwood Lodge Timberwood Hill,SK471148,447100,314800,,England,12.0,2,2019,2020,UKBMS,52.728799,-1.3039878
QEII Diamond Jubilee Wood,SK385123,438500,312300,,England,10.0,2,2019,2020,UKBMS,52.707005,-1.4316199
East Leake - Meadow Park,SK551266,455100,326600,2100.0,England,10.0,1,2019,2019,UKBMS,52.83411,-1.183555
Mapleton,SK165482,416500,348200,2361.0,England,10.0,2,2019,2020,UKBMS,53.030833,-1.7554182
Middle Hay Cressbrookdale,SK175739,417500,373900,2400.0,England,12.0,1,2019,2019,UKBMS,53.261815,-1.7391126
Stoney Wood Wirksworth,SK284543,428400,354300,1000.0,England,5.0,2,2019,2020,UKBMS,53.085168,-1.5774454
Tansley Dale,SK171747,417100,374700,1380.0,England,8.0,2,2019,2020,UKBMS,53.269019,-1.7450663
BASF Factory Alfreton,SK415545,441500,354500,912.0,England,6.0,1,2019,2019,UKBMS,53.086111,-1.3818495
Wilwell Farm Cutting,SK567350,456700,335000,1600.0,England,6.0,1,2020,2020,UKBMS,52.909447,-1.1583481
Radcliffe On Trent (clifftop riverside and field margin),SK651406,465100,340600,3270.0,England,7.0,1,2020,2020,UKBMS,52.95883,-1.0323412
"The Hook, Lady Bay",SK592385,459200,338500,2150.0,England,8.0,1,2020,2020,UKBMS,,
Hucknall Ranges,SK532505,453200,350500,2920.0,England,10.0,1,2020,2020,UKBMS,53.049123,-1.2078423
Lubrizol Estate Hazelwood,SK320455,432000,345500,941.0,England,6.0,1,2020,2020,UKBMS,53.005864,-1.5245707
High Peak Quarry Longcliffe,SK231555,423100,355500,1720.0,England,7.0,1,2020,2020,UKBMS,53.096209,-1.6564859
Studland Common,SZ276922,427600,92200,1800.0,England,10.0,5,2016,2020,UKBMS,50.728768,-1.6103183
Frohawk,SU318048,431800,104800,2320.0,England,6.0,5,2016,2020,UKBMS,50.841857,-1.5497268
Janesmoor,SU252135,425200,113500,2570.0,England,7.0,5,2016,2020,UKBMS,50.920413,-1.6428645
RSPB Hazeley Heath East,SU745590,474500,159000,870.0,England,5.0,4,2016,2019,UKBMS,51.325232,-0.93219804
RSPB Hazeley Heath West,SU750581,475000,158100,1365.0,England,6.0,4,2016,2019,UKBMS,51.317075,-0.92521273
Acres Down,SU268093,426800,109300,2370.0,England,10.0,5,2016,2020,UKBMS,50.882574,-1.6204097
Harmony Woods,SU371485,437100,148500,640.0,England,9.0,4,2016,2019,UKBMS,51.234484,-1.4699945
Selborne Common,SU736331,473600,133100,,England,,4,2017,2020,UKBMS,51.092498,-0.95041758
Briddlesford Woods Nature Reserve 1,SZ549905,454900,90500,,England,,4,2017,2020,UKBMS,50.711549,-1.2238034
Briddlesford Woods Nature Reserve 2,SZ545908,454500,90800,,England,,1,2017,2017,UKBMS,50.714284,-1.2294239
Blashford Lakes South,SU150077,415000,107700,,England,,4,2017,2020,UKBMS,50.868611,-1.7882094
Kemphill Moor Copse,SZ569896,456900,89600,,England,,4,2017,2020,UKBMS,50.703264,-1.1956183
Blashford Lakes North,SU155084,415500,108400,,England,,4,2017,2020,UKBMS,50.874893,-1.7810747
Morn Hill (Mound & Percy Hobbs Meadows),SU518292,451800,129200,,England,,4,2017,2020,UKBMS,51.059811,-1.2622315
Gilbert White's House Garden and Meadow,SU740334,474000,133400,,England,,4,2017,2020,UKBMS,51.095143,-0.94464549
Blackwater New Forest,SU264047,426400,104700,,England,,4,2017,2020,UKBMS,50.841228,-1.6264259
Harewood Common,SU393452,439300,145200,,England,,4,2017,2020,UKBMS,51.204665,-1.4388459
Vales Moor,SU189040,418900,104000,,England,,4,2017,2020,UKBMS,50.835226,-1.7329782
Abbotswood,SU363225,436300,122500,,England,,4,2017,2020,UKBMS,51.000751,-1.4840615
Westend Copse,SU458145,445800,114500,,England,,3,2017,2019,UKBMS,50.928142,-1.3496897
The Chase,SU442628,444200,162800,,England,,3,2017,2019,UKBMS,51.362554,-1.36654
Basing Wood,SU645555,464500,155500,2163.0,England,9.0,3,2018,2020,UKBMS,51.294985,-1.0763234
Roe North,SU197094,419700,109400,2960.0,England,10.0,3,2018,2020,UKBMS,50.883758,-1.7213289
Roe South,SU202086,420200,108600,2525.0,England,6.0,3,2018,2020,UKBMS,50.876547,-1.7142653
Great Linford,SU182077,418200,107700,2500.0,England,8.0,3,2018,2020,UKBMS,50.86852,-1.7427357
Romsey Allotment Holders Association Allotments,SU360210,436000,121000,1066.0,England,11.0,3,2018,2020,UKBMS,50.987282,-1.4884848
Staunton Country Park (woods),SU721092,472100,109200,1504.0,England,7.0,3,2018,2020,UKBMS,50.877807,-0.97656778
Staunton Country Park (meadow & lake),SU717090,471700,109000,2358.0,England,10.0,3,2018,2020,UKBMS,50.876059,-0.98229142
Little Linford,SU185072,418500,107200,1920.0,England,5.0,3,2018,2020,UKBMS,50.864014,-1.7384976
Yew Hill (Hill Top),SU453264,445300,126400,935.0,England,9.0,3,2018,2020,UKBMS,51.035182,-1.3553241
Hightown Common,SU179054,417900,105400,1320.0,England,8.0,3,2018,2020,UKBMS,50.847847,-1.7471106
The Wildgrounds,SU583010,458300,101000,1139.0,England,9.0,1,2018,2018,UKBMS,50.805631,-1.1739938
Furzey Gardens,SU273113,427300,111300,2000.0,England,6.0,1,2019,2019,UKBMS,50.900536,-1.6131535
Ballard Water Meadow,SZ240955,424000,95500,1850.0,England,7.0,2,2019,2020,UKBMS,50.758602,-1.6611094
West Wood (Burrow Copse),SU423296,442300,129600,1190.0,England,6.0,2,2019,2020,UKBMS,51.064184,-1.3977334
Arreton Down,SZ538871,453800,87100,2260.0,England,1.0,1,2019,2019,UKBMS,50.681079,-1.2398756
Ox Drove Meadow,SU396469,439600,146900,750.0,England,4.0,2,2019,2020,UKBMS,51.21993,-1.4343648
Black Down,SU352069,435200,106900,2080.0,England,8.0,2,2019,2020,UKBMS,50.860544,-1.5012387
Broomy Plain,SU222114,422200,111400,2522.0,England,6.0,2,2019,2020,UKBMS,50.901652,-1.6856703
Claypits Bottom,SU227162,422700,116200,2729.0,England,8.0,2,2019,2020,UKBMS,50.944796,-1.6782627
Dur Hill,SU192013,419200,101300,2901.0,England,7.0,2,2019,2020,UKBMS,50.810937,-1.7288586
Wilverley Plain,SU256020,425600,102000,2704.0,England,7.0,2,2019,2020,UKBMS,50.816985,-1.6379753
Bouldnor Forest,SZ382902,438200,90200,1900.0,England,1.0,1,2019,2019,UKBMS,50.710185,-1.4603465
Itchen Valley CP Woods-2,SU467165,446700,116500,1113.0,England,6.0,1,2019,2019,UKBMS,50.946053,-1.3366289
Micheldever Wood,SU531369,453100,136900,3280.0,England,10.0,2,2019,2020,UKBMS,51.128925,-1.2425534
"Skys Wood, Valley Park Local Nature Reserve",SU414210,441400,121000,1025.0,England,7.0,1,2019,2019,UKBMS,,
Brockishill,SU300118,430000,111800,2541.0,England,9.0,1,2020,2020,UKBMS,50.904898,-1.5747186
Martin Down Kitts Grave Extension,SU032206,403200,120600,700.0,England,5.0,1,2020,2020,UKBMS,50.984796,-1.9557861
Yateley Common South Central,SU826589,482600,158900,970.0,England,4.0,1,2020,2020,UKBMS,51.323216,-0.81599926
Yateley Common East,SU835595,483500,159500,1380.0,England,4.0,1,2020,2020,UKBMS,51.328479,-0.80294604
Yateley Common West,SU814589,481400,158900,1450.0,England,5.0,1,2020,2020,UKBMS,51.323389,-0.83321651
Bouldnor Forest 2,SZ379901,437900,90100,2410.0,England,3.0,1,2020,2020,UKBMS,50.709306,-1.4646053
Skirrid,SO327167,332700,216700,,Wales,,3,2017,2019,UKBMS,51.844826,-2.9783401
Brockwells Meadows,ST470896,347000,189600,,Wales,,3,2017,2019,UKBMS,51.602732,-2.7666489
"Fenns, Whixall NNR transect C",SJ482371,348200,337100,3500.0,England,11.0,3,2018,2020,UKBMS,,
"Bryn Euryn, Rhos-on-Sea",SH829800,282900,380000,1000.0,Wales,9.0,3,2018,2020,UKBMS,,
Merthyr Mawr NNR 2,SS860770,286000,177000,867.0,Wales,3.0,3,2018,2020,UKBMS,51.480432,-3.6430404
Forest Wood Quarry,ST013798,301300,179800,1681.0,Wales,8.0,1,2018,2018,UKBMS,51.50848,-3.4235766
New Range Transect (South Stack),SH214799,221400,379900,2142.0,Wales,7.0,2,2018,2019,UKBMS,53.285895,-4.6806772
Gwaith Powdwr,SH618389,261800,338900,2090.0,Wales,6.0,2,2018,2019,UKBMS,52.929667,-4.0574607
Rogiet Poorland & Lower Minnetts Field,ST452884,345200,188400,1234.0,Wales,6.0,2,2018,2019,UKBMS,51.591771,-2.7924481
The Gop,SJ088799,308800,379900,2560.0,Wales,6.0,1,2018,2018,UKBMS,53.30816,-3.3701786
"Rhyd-y-Fen, Migneint",SH832397,283200,339700,2723.0,Wales,7.0,2,2018,2019,UKBMS,,
Gilfach Nature Reserve,SN960713,296000,271300,2700.0,Wales,9.0,2,2019,2020,UKBMS,52.329901,-3.5275866
Allt-yr-Esgair,SO125245,312500,224500,1600.0,Wales,10.0,2,2019,2020,UKBMS,51.912133,-3.2734768
Minera Quarry,SJ257519,325700,351900,1400.0,Wales,4.0,1,2019,2019,UKBMS,53.059163,-3.1100852
Slade Wood,ST454893,345400,189300,1550.0,Wales,6.0,1,2019,2019,UKBMS,51.599882,-2.7897017
Hendre Woods,SO473127,347300,212700,1449.0,Wales,7.0,1,2019,2019,UKBMS,51.810437,-2.7658176
Highmeadow Woods,SO544148,354400,214800,1780.0,Wales,9.0,1,2019,2019,UKBMS,51.829943,-2.6631173
Llanmelin Wood Hillfort,ST462926,346200,192600,1100.0,Wales,7.0,1,2019,2019,UKBMS,51.629627,-2.7786603
Plas Power LNR,SJ298518,329800,351800,2000.0,England,6.0,1,2020,2020,UKBMS,53.058819,-3.0488986
Broad Haven Inland,SM864143,186400,214300,3480.0,Wales,7.0,1,2020,2020,UKBMS,51.786476,-5.0983635
Cwm Ivy Tor,SS436940,243600,194000,1035.0,Wales,10.0,1,2020,2020,UKBMS,51.623026,-4.2607409
Skrinkle - Manorbier,SS080975,208000,197500,1314.0,Wales,6.0,1,2020,2020,UKBMS,51.643436,-4.7763466
Freshwater East,SS016979,201600,197900,1345.0,Wales,9.0,1,2020,2020,UKBMS,51.644806,-4.8689489
Wandlebury Country Park,TL494533,549400,253300,,England,,3,2017,2019,UKBMS,52.157766,0.18257413
"RSPB Old Hall Marshes, Essex",TL960123,596000,212300,,England,,3,2017,2019,UKBMS,,
Coton Countryside Reserve South (CPPF),TL413576,541300,257600,,England,,1,2017,2017,UKBMS,52.19853,0.066040444
Coton Countryside Reserve North (CPPF),TL413583,541300,258300,,England,,4,2017,2020,UKBMS,52.204819,0.066332198
Ferry Meadows,TL148974,514800,297400,,England,,3,2017,2019,UKBMS,52.562331,-0.30787844
Greenacres Epping,TL488033,548800,203300,,England,,1,2017,2017,UKBMS,51.708708,0.15220345
Pods Wood,TL902177,590200,217700,,England,,1,2017,2017,UKBMS,51.825536,0.75860318
Hyde Hall,TQ782997,578200,199700,6460.0,England,15.0,2,2018,2019,UKBMS,51.667814,0.57545179
Ferry Meadows 2,TL142972,514200,297200,2100.0,England,10.0,1,2018,2018,UKBMS,52.56066,-0.3167944
Pound Wood EWT,TQ820888,582000,188800,2360.0,England,15.0,3,2018,2020,UKBMS,51.568695,0.62468293
Ferry Medows B 2019,TL142972,514200,297200,2300.0,England,10.0,2,2019,2020,UKBMS,52.56066,-0.3167944
EWT Hanningfield Reserve,TQ726972,572600,197200,1800.0,England,10.0,2,2019,2020,UKBMS,51.647104,0.49332405
Ferry Medows A 2019,TL148975,514800,297500,2700.0,England,10.0,2,2019,2020,UKBMS,52.56323,-0.30784386
Great Notley,TL732214,573200,221400,2950.0,England,9.0,1,2019,2019,UKBMS,51.864295,0.51403508
Ferry Meadows E,TL152977,515200,297700,,England,,1,2020,2020,UKBMS,52.564942,-0.30187625
Spaldwick Village,TL127723,512700,272300,3100.0,England,6.0,1,2020,2020,UKBMS,52.337215,-0.34730886
Magog Down,TL490530,549000,253000,3500.0,England,10.0,1,2020,2020,UKBMS,52.155179,0.17659983
Little Baddow Heath,TL788063,578800,206300,2000.0,England,12.0,1,2020,2020,UKBMS,51.726905,0.58749907
Ferry Meadows C,TL149974,514900,297400,2291.0,England,9.0,1,2020,2020,UKBMS,52.56231,-0.30640392
Ferry Meadows D,TL139981,513900,298100,1822.0,England,5.0,1,2020,2020,UKBMS,52.56881,-0.32090899
"Cheriton Hill, East",TR203381,620300,138100,1500.0,England,7.0,3,2018,2020,UKBMS,,
Old Park Hill Nature Reserve,TR296436,629600,143600,3300.0,England,14.0,2,2018,2019,UKBMS,51.14559,1.2812604
Bockhill Farm and Kingsdown Leas,TR377474,637700,147400,4000.0,England,10.0,3,2018,2020,UKBMS,51.176396,1.399362
Darland Banks C,TQ786658,578600,165800,1500.0,England,7.0,3,2018,2020,UKBMS,51.363185,0.56406649
Tonbridge Water Meadows 3,TQ608472,560800,147200,2000.0,England,6.0,1,2018,2018,UKBMS,51.201387,0.30025176
Hawk Wood and Alder Carr East,TQ843527,584300,152700,1300.0,England,4.0,3,2018,2020,UKBMS,51.243699,0.63908977
Alder Carr West and Great Water,TQ837527,583700,152700,914.0,England,3.0,2,2018,2019,UKBMS,51.243892,0.63050328
One Tree Hill (Greenwich Park),TQ390775,539000,177500,1350.0,England,10.0,2,2019,2020,UKBMS,51.479386,0.00025202403
Darrick & Newstead Wood,TQ444650,544400,165000,1120.0,England,6.0,1,2019,2019,UKBMS,51.365714,0.072870925
"Broadham Woods, Scotney Castle",TQ690357,569000,135700,3372.0,England,12.0,2,2019,2020,UKBMS,,
Claypits Wood Transect 2019,TQ684355,568400,135500,1200.0,England,4.0,2,2019,2020,UKBMS,51.094085,0.40346669
South Foreland Valley and Lighthouse Down,TR363438,636300,143800,2000.0,England,10.0,2,2019,2020,UKBMS,51.144661,1.3770072
"Parkland 2019, Scotney Castle",TQ686352,568600,135200,3174.0,England,15.0,2,2019,2020,UKBMS,,
Shorne Woods Country Park,TQ683699,568300,169900,4600.0,England,12.0,2,2019,2020,UKBMS,51.40316,0.41820173
Aycliffe,TR301400,630100,140000,2100.0,England,6.0,1,2019,2019,UKBMS,51.113071,1.2860999
Lullingstone Country Park,TQ526638,552600,163800,3100.0,England,8.0,2,2019,2020,UKBMS,51.352789,0.19005686
Trosley Country Park,TQ632610,563200,161000,4100.0,England,6.0,2,2019,2020,UKBMS,51.324691,0.34086611
Crofton Woods,TQ441664,544100,166400,2200.0,England,6.0,2,2019,2020,UKBMS,51.37837,0.069131679
Devonshire Road Nature Reserve,TQ355736,535500,173600,800.0,England,8.0,2,2019,2020,UKBMS,51.445188,-0.051610601
Hadlow College Estate,TQ627498,562700,149800,2875.0,England,13.0,2,2019,2020,UKBMS,51.224209,0.32860217
Saltbox Hill SSSI,TQ407611,540700,161100,1200.0,England,5.0,2,2019,2020,UKBMS,51.331596,0.018217027
West Kent Golf Course,TQ427609,542700,160900,1464.0,England,5.0,1,2020,2020,UKBMS,51.3293,0.046825394
Lancing Ring,TQ181062,518100,106200,2320.0,England,9.0,3,2018,2020,UKBMS,50.843282,-0.323949
Slindon Park Woods,SU954075,495400,107500,2661.0,England,6.0,3,2018,2020,UKBMS,50.859152,-0.64591995
"The Ghyll LNR, Crowborough",TQ532306,553200,130600,3400.0,England,13.0,3,2018,2020,UKBMS,,
Lane End Common,TQ402223,540200,122300,1570.0,England,6.0,3,2018,2020,UKBMS,50.983043,-0.0040603949
Northwood,SU956110,495600,111000,2490.0,England,10.0,3,2018,2020,UKBMS,50.890584,-0.64216524
Pound Common,TQ378207,537800,120700,1800.0,England,14.0,3,2018,2020,UKBMS,50.969243,-0.038835495
Slindon Common,SU963073,496300,107300,2641.0,England,11.0,3,2018,2020,UKBMS,50.857205,-0.63318912
Seaford Head East 1,TV509975,550900,97500,2820.0,England,12.0,3,2018,2020,UKBMS,50.757484,0.13804107
Sheffield Park Woodlands,TQ420240,542000,124000,2967.0,England,3.0,1,2018,2018,UKBMS,50.99788,0.022229685
Bedelands Farm Local Nature Reserve,TQ319208,531900,120800,3000.0,England,11.0,1,2019,2019,UKBMS,50.971522,-0.12277733
Seaford Head West,TV497981,549700,98100,2100.0,England,14.0,1,2019,2019,UKBMS,50.763187,0.12128421
Bateman's 01,TQ667239,566700,123900,2750.0,England,10.0,2,2019,2020,UKBMS,50.990362,0.37387767
Chanctonbury Ring,TQ140121,514000,112100,2440.0,England,4.0,2,2019,2020,UKBMS,50.897137,-0.3803206
Nortwood Wood Pasture,SU959108,495900,110800,1850.0,England,7.0,1,2019,2019,UKBMS,50.888736,-0.63795367
Jointer Copse,TQ327144,532700,114400,,England,,1,2020,2020,UKBMS,50.913818,-0.11371925
Footpaths near Billingshurst,TQ095248,509500,124800,1950.0,England,5.0,1,2020,2020,UKBMS,51.012167,-0.44046725
Verdley Wood,SU902260,490200,126000,1539.0,England,4.0,1,2020,2020,UKBMS,51.026302,-0.7152061
Bepton Down,SU859174,485900,117400,1170.0,England,5.0,1,2020,2020,UKBMS,50.949644,-0.77853552
Kincorth Hill LNR,NJ939027,393900,802700,2900.0,Scotland,10.0,3,2018,2020,UKBMS,57.115205,-2.1023574
Kernsary path,NG873810,187300,881000,2150.0,Scotland,4.0,1,2018,2018,UKBMS,57.768066,-5.5779002
Muirshiel Country Park Transect 1,NS311632,231100,663200,900.0,Scotland,5.0,2,2018,2019,UKBMS,55.832386,-4.6983279
Muirshiel Country Park Transect 2,NS311631,231100,663100,1875.0,Scotland,6.0,2,2018,2019,UKBMS,55.831489,-4.6982657
Muirshiel Country Park Transect 3,NS311632,231100,663200,2200.0,Scotland,8.0,2,2018,2019,UKBMS,55.832386,-4.6983279
Moyle Hill,NX846571,284600,557100,1296.0,Scotland,6.0,2,2018,2019,UKBMS,54.895264,-3.8009031
Sustrans NCN77 Section 3,NO100266,310000,726600,1436.0,Scotland,8.0,3,2018,2020,UKBMS,56.422999,-3.4606454
Castlemilk Park,NS607593,260700,659300,2000.0,Scotland,4.0,3,2018,2020,UKBMS,55.806826,-4.2241605
Linn Park Original Meadow,NS581592,258100,659200,1400.0,Scotland,11.0,3,2018,2020,UKBMS,55.805172,-4.2655563
Holyrood Park: Grayling transect,NT275733,327500,673300,1479.0,Scotland,6.0,3,2018,2020,UKBMS,55.947246,-3.1624494
Sustrans - Gailes NCN7,NS320361,232000,636100,1833.0,Scotland,4.0,3,2018,2020,UKBMS,55.58947,-4.6673394
Sustrans East Haven,NO590362,359000,736200,1557.0,Scotland,5.0,3,2018,2020,UKBMS,56.516049,-2.667886
Carrick Shore,NX576500,257600,550000,1100.0,Scotland,8.0,2,2019,2020,UKBMS,54.824542,-4.2180784
Holmhills Wood Community Park,NS638597,263800,659700,1974.0,Scotland,11.0,2,2019,2020,UKBMS,55.811302,-4.1749395
Donmouth LNR,NJ952092,395200,809200,1600.0,Scotland,8.0,2,2019,2020,UKBMS,57.173611,-2.0810196
Fallin Bing,NS839911,283900,691100,1900.0,Scotland,8.0,2,2019,2020,UKBMS,56.098527,-3.8679409
Little France Park,NT300704,330000,670400,1800.0,Scotland,7.0,2,2019,2020,UKBMS,55.921566,-3.1216749
Wet alder woodland,NJ349646,334900,864600,2215.0,Scotland,5.0,1,2019,2019,UKBMS,57.666552,-3.0928844
Calton Hill Grayling Transect,NT262741,326200,674100,850.0,Scotland,3.0,1,2019,2019,UKBMS,55.954234,-3.1834794
Fochabers amended,NJ341589,334100,858900,,Scotland,,1,2020,2020,UKBMS,57.615246,-3.104735
Gordon Castle Walled Garden amended,NJ348591,334800,859100,,Scotland,,1,2020,2020,UKBMS,57.617144,-3.0930744
Howietoun Fish Ponds,NS784884,278400,688400,1100.0,Scotland,3.0,1,2020,2020,UKBMS,56.072914,-3.9550702
Monikie Park,NO502383,350200,738300,2075.0,Scotland,5.0,1,2020,2020,UKBMS,56.534062,-2.8112812
Water of Leith,NT219703,321900,670300,1650.0,Scotland,6.0,1,2020,2020,UKBMS,55.91942,-3.2512246
Carron Woodlands,NJ217409,321700,840900,2900.0,Scotland,9.0,1,2020,2020,UKBMS,57.45162,-3.3064402
Havoc Meadow,NS381753,238100,675300,1780.0,Scotland,8.0,1,2020,2020,UKBMS,55.943391,-4.5939319
Redlees Quarry,NS681598,268100,659800,1025.0,Scotland,4.0,1,2020,2020,UKBMS,55.813394,-4.106425
Cambusmore B,NN644058,264400,705800,2310.0,Scotland,3.0,1,2020,2020,UKBMS,56.225364,-4.1886694
Haughhead,NT106475,310600,647500,1560.0,Scotland,4.0,1,2020,2020,UKBMS,55.712657,-3.4244693
Stonehill - Monument,NN810014,281000,701400,1740.0,Scotland,1.0,1,2020,2020,UKBMS,56.190301,-3.9191357
Sheriff Muir,NN833028,283300,702800,2395.0,Scotland,1.0,1,2020,2020,UKBMS,56.203442,-3.8827126
Eildon Hill North,NT558328,355800,632800,2166.0,England,4.0,1,2020,2020,UKBMS,55.586823,-2.7027812
S. Muir. Mon - Inn.,NN821019,282100,701900,1200.0,Scotland,1.0,1,2020,2020,UKBMS,56.195065,-3.9016437
Seafield Dunes,NS328206,232800,620600,1380.0,Scotland,6.0,1,2020,2020,UKBMS,55.450621,-4.6453036
Abbotsford House,NT507343,350700,634300,1065.0,England,10.0,1,2020,2020,UKBMS,55.599809,-2.7839521
Merrington Green,SJ467209,346700,320900,1400.0,England,4.0,2,2019,2020,UKBMS,52.783033,-2.791682
Stanmore Country Park,SO740928,374000,292800,1800.0,England,8.0,2,2019,2020,UKBMS,52.53244,-2.3847138
