Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,latitude,longitude
Mynthurst,TQ22804540,522800,145400,2500.0,England,9.0,5,1996,2000,UKBMS,51.194634,-0.2439654
Newdigate,TQ19504280,519500,142800,3150.0,England,6.0,3,1996,1998,UKBMS,51.171964,-0.29203349
Oaken Wood,SU990338,499000,133800,1500.0,England,10.0,25,1995,2020,UKBMS,51.094973,-0.58763333
"Oxted Downs, Grangers Hill",TQ37505420,537500,154200,1250.0,England,12.0,16,1994,2009,UKBMS,,
"Oxted Downs, Whistlers Steep",TQ38505420,538500,154200,1380.0,England,7.0,18,1994,2011,UKBMS,,
Park Downs,TQ26505850,526500,158500,3250.0,England,8.0,23,1998,2020,UKBMS,51.311562,-0.18641537
Riddlesdown,TQ330601,533000,160100,2480.0,England,15.0,31,1990,2020,UKBMS,51.32446,-0.092613794
Rushett Farm,TQ17206070,517200,160700,,England,,1,1998,1998,UKBMS,51.333325,-0.3190612
Sayes Court,TQ050636,505000,163600,890.0,England,7.0,6,1990,1995,UKBMS,51.361773,-0.49326037
Sheepleas,TQ08805150,508800,151500,3550.0,England,10.0,15,1992,2006,UKBMS,51.252299,-0.44238828
South Norwood,TQ35206840,535200,168400,3150.0,England,6.0,22,1998,2019,UKBMS,51.39853,-0.057906794
Wallis Wood,TQ12103880,512100,138800,375.0,England,11.0,3,1999,2001,UKBMS,51.137508,-0.39908322
White Down,TQ10304870,510300,148700,655.0,England,8.0,18,1988,2006,UKBMS,51.226843,-0.42176495
Wingate Hill,TQ26605240,526600,152400,2150.0,England,6.0,16,1994,2009,UKBMS,51.256717,-0.18714128
Nore Hill,TQ37705730,537700,157300,1900.0,England,10.0,21,2000,2020,UKBMS,51.298181,-0.026283276
Cole Kitchen,TQ08504880,508500,148800,711.0,England,7.0,15,1999,2020,UKBMS,51.228087,-0.44750246
Chapel Bank,TQ38206150,538200,161500,2383.0,England,6.0,13,1997,2020,UKBMS,51.335803,-0.017489563
Wandsworth Common Woodland,TQ27207340,527200,173400,,England,12.0,8,1999,2020,UKBMS,51.445314,-0.17104788
London Wetland Centre,TQ22807700,522800,177000,,England,10.0,24,1996,2019,UKBMS,51.478638,-0.23307956
Riddlesdown Quarry,TQ33805940,533800,159400,930.0,England,6.0,21,2000,2020,UKBMS,51.317982,-0.081401868
Chobham Common,SU97406330,497400,163300,2120.0,England,10.0,19,2002,2020,UKBMS,51.360429,-0.60246586
Happy Valley,TQ30905670,530900,156700,3248.0,England,13.0,21,2000,2020,UKBMS,51.294391,-0.12398142
Howell Hill,TQ23906190,523900,161900,1820.0,England,8.0,18,2002,2020,UKBMS,51.342691,-0.22251854
Lingfield Wildlife Area and Centenary Fields,TQ38704420,538700,144200,,England,8.0,11,2002,2012,UKBMS,51.180216,-0.017017942
Swan Barn Farm,SU91303270,491300,132700,2405.0,England,15.0,19,2002,2020,UKBMS,51.086361,-0.69783723
Featherbed Lane Roadside verge  The Gallops,TQ37606210,537600,162100,1372.0,England,1.0,7,1999,2007,UKBMS,51.34134,-0.025865576
Ashtead Common B,TQ17905920,517900,159200,1899.0,England,8.0,18,2002,2020,UKBMS,51.319699,-0.30951367
Frensham Common (Little Pond),SU85504180,485500,141800,3000.0,England,6.0,6,2005,2015,UKBMS,51.169062,-0.77847032
Farnham Park,SU84304800,484300,148000,1580.0,England,6.0,16,2004,2020,UKBMS,51.224978,-0.79417591
Chobhan Common North-east,SU97706550,497700,165500,,England,11.0,16,2004,2019,UKBMS,51.380153,-0.59755445
Denbies Landbarn B,TQ13504990,513500,149900,2000.0,England,10.0,19,2002,2020,UKBMS,51.237003,-0.37557714
FD New Hill,TQ30505780,530500,157800,3183.0,England,15.0,17,2003,2020,UKBMS,51.304369,-0.12931319
Richmond Park,TQ190730,519000,173000,2701.0,England,8.0,18,2003,2020,UKBMS,51.443499,-0.28911751
Pewley Down,TQ00904890,500900,148900,1600.0,England,11.0,16,2005,2020,UKBMS,51.230378,-0.55627908
Wimbledon Common,TQ220720,522000,172000,1817.0,England,10.0,10,2005,2014,UKBMS,51.433874,-0.24631669
Witley,SU92804050,492800,140500,2500.0,England,7.0,15,2005,2019,UKBMS,51.156239,-0.67442188
Prey Heath trial,SU99305540,499300,155400,1920.0,England,15.0,9,2006,2014,UKBMS,51.289088,-0.57738453
Smarts Heath trial,SU98305550,498300,155500,1920.0,England,15.0,9,2006,2014,UKBMS,51.29016,-0.59169274
Fairmile Common,TQ12406160,512400,161600,,England,7.0,15,2006,2020,UKBMS,51.342382,-0.38764819
Roundshaw Downs,TQ30906290,530900,162900,1895.0,England,7.0,14,2007,2020,UKBMS,51.35011,-0.12170652
Devils Punch Bowl,SU891373,489100,137300,2120.0,England,15.0,2,2008,2010,UKBMS,51.128059,-0.72810506
Frensham Common,SU844403,484400,140300,1900.0,England,11.0,4,2008,2011,UKBMS,51.15574,-0.79455139
Bealeswood Common,SU823409,482300,140900,1143.0,England,7.0,13,2008,2020,UKBMS,51.16144,-0.82443519
Quarry Hangers Nature Reserve,TQ319536,531900,153600,2265.0,England,12.0,13,2008,2020,UKBMS,51.266301,-0.11079086
Epsom Common,TQ189605,518900,160500,2594.0,England,11.0,12,2009,2020,UKBMS,51.331175,-0.29473708
Nower Wood,TQ195547,519500,154700,,England,10.0,11,2010,2020,UKBMS,51.27892,-0.28806976
Frensham (2009),SU859415,485900,141500,3338.0,England,15.0,2,2009,2010,UKBMS,51.166305,-0.77282208
Hindhead Common,SU894351,489400,135100,3500.0,England,12.0,2,2009,2010,UKBMS,51.108235,-0.72436379
Spring Park,TQ379647,537900,164700,500.0,England,15.0,18,2000,2018,UKBMS,51.364632,-0.020554429
Sydenham Hill Wood LNR,TQ340724,534000,172400,1860.0,England,11.0,9,2010,2019,UKBMS,51.434761,-0.073635488
Horton Country Park,TQ187620,518700,162000,,England,11.0,9,2010,2020,UKBMS,51.344698,-0.29710695
Betchworth Quarry Nature Reserve,TQ204514,520400,151400,960.0,England,6.0,9,2011,2019,UKBMS,51.249071,-0.2762823
Holmwood Common,TQ177459,517700,145900,3215.0,England,12.0,11,2010,2020,UKBMS,51.2002,-0.31675427
Brockham Lime Kilns,TQ197510,519700,151000,,England,,8,2013,2020,UKBMS,51.245623,-0.28644076
Hydon Heath,SU979399,497900,139900,2050.0,England,6.0,2,2013,2014,UKBMS,51.149997,-0.60168208
Thursley Common,SU905400,490500,140000,,England,,8,2013,2020,UKBMS,51.152113,-0.70742634
Blatchford Down,TQ103485,510300,148500,,England,,8,2013,2020,UKBMS,51.225046,-0.42182644
Lingfield Wildlife Area B,TQ387442,538700,144200,,England,,8,2013,2020,UKBMS,51.180216,-0.017017942
"Hogsmill LNR, Ewell",TQ209636,520900,163600,3331.0,England,10.0,7,2014,2020,UKBMS,,
"Warren Farm, Ewell",TQ233630,523300,163000,2705.0,England,8.0,7,2014,2020,UKBMS,,
"Hill Park, Tatsfield",TQ422560,542200,156000,1500.0,England,9.0,1,2014,2014,UKBMS,,
"Norbury Park grassland, Fetcham",TQ153539,515300,153900,1580.0,England,10.0,7,2014,2020,UKBMS,,
"Norbury Park woodland, Fetcham",TQ151538,515100,153800,775.0,England,7.0,7,2014,2020,UKBMS,,
"Priest Hill, Ewell",TQ230613,523000,161300,2115.0,England,10.0,7,2014,2020,UKBMS,,
Morden Hall Park,TQ261688,526100,168800,2040.0,England,12.0,6,2014,2020,UKBMS,51.404219,-0.18850327
"Dollypers Hill, Coulsdon/Kenley",TQ315584,531500,158400,1000.0,England,10.0,7,2014,2020,UKBMS,,
"Tice's Meadow, Badshot Lea",SU869488,486900,148800,1500.0,England,6.0,6,2014,2019,UKBMS,,
"Runnymede, Egham",TQ004718,500400,171800,2000.0,England,8.0,1,2014,2014,UKBMS,,
Sheepleas (2015 route),TQ087517,508700,151700,3000.0,England,12.0,6,2015,2020,UKBMS,51.254116,-0.44375992
"Hill Park, Tatsfield (2015 route)",TQ422560,542200,156000,1990.0,England,10.0,6,2015,2020,UKBMS,,
"Royal and Bagmoor Commons, Elstead",SU924423,492400,142300,2421.0,England,7.0,6,2015,2020,UKBMS,,
Newlands Corner West,TQ039491,503900,149100,2100.0,England,11.0,6,2015,2020,UKBMS,51.231639,-0.51327004
Newlands Corner East,TQ046490,504600,149000,1750.0,England,10.0,6,2015,2020,UKBMS,51.230612,-0.50327707
Ashtead Common North,TQ175602,517500,160200,1770.0,England,8.0,6,2015,2020,UKBMS,51.328769,-0.31492165
Tooting Common,TQ292723,529200,172300,2680.0,England,12.0,6,2015,2020,UKBMS,51.434976,-0.14268611
"West End Farm, Frensham",SU826424,482600,142400,1820.0,England,10.0,6,2015,2020,UKBMS,,
Finham Brook,SP290726,429000,272600,,England,1.0,3,1997,2000,UKBMS,52.350707,-1.5756708
Hampton Wood 1,SP25605990,425600,259900,1695.0,England,10.0,9,1991,1999,UKBMS,52.236701,-1.6265462
Hampton Wood 2,SP25505980,425500,259800,,England,10.0,6,1994,1999,UKBMS,52.235807,-1.628018
Ryton Wood East,SP38507260,438500,272600,2100.0,England,8.0,26,1995,2020,UKBMS,52.350124,-1.4362064
Ryton Wood North,SP38307280,438300,272800,849.0,England,5.0,30,1991,2020,UKBMS,52.351936,-1.4391197
Ryton Wood West,SP37607220,437600,272200,1598.0,England,6.0,23,1998,2020,UKBMS,52.34659,-1.4494633
Stockton Cutting,SP43806490,443800,264900,850.0,England,8.0,7,1998,2006,UKBMS,52.280507,-1.359402
Weddington Disused Railway,SP36209420,436200,294200,,England,,1,1995,1995,UKBMS,52.544456,-1.4676363
Wolfhampcote Cutting,SP52506420,452500,264200,1200.0,England,1.0,9,1998,2006,UKBMS,52.273454,-1.2319978
Newdigate Pit,SP33808690,433800,286900,,England,1.0,13,1999,2012,UKBMS,52.478986,-1.5037639
Ryton Landfill,SP37807280,437800,272800,,England,2.0,1,2002,2002,UKBMS,52.35197,-1.4464601
Oxhouse Farm,SP30405070,430400,250700,,England,,3,1997,1999,UKBMS,52.153749,-1.5570819
Navigation Cutting,SP52306860,452300,268600,1200.0,England,1.0,11,1993,2004,UKBMS,52.313026,-1.2342471
Malpass Spoilbank,SP48707590,448700,275900,,England,1.0,10,1998,2007,UKBMS,52.37898,-1.2859939
Ryton Wood & Pool PH Walk,SP38107270,438100,272700,1500.0,England,5.0,31,1990,2020,UKBMS,52.351051,-1.4420672
Sutton Park Trans 1,SP10309770,410300,297700,,England,6.0,6,1998,2006,UKBMS,52.577021,-1.8494395
Sutton Park Trans 2,SP10509750,410500,297500,,England,5.0,6,1998,2006,UKBMS,52.575219,-1.8464945
Whitacre Heath NR,SP20809300,420800,293000,,England,8.0,10,2003,2012,UKBMS,52.534471,-1.6947903
Windmill Blast Bank,SP33509360,433500,293600,,England,10.0,8,2003,2010,UKBMS,52.539234,-1.5075084
Windmill Hill Community Nature Area,SP340935,434000,293500,515.0,England,7.0,10,2003,2012,UKBMS,52.538304,-1.500147
Windmill Spoilheap,SP33709390,433700,293900,,England,5.0,10,2003,2012,UKBMS,52.541919,-1.5045294
Horticulture Research Int.,SP26805680,426800,256800,1565.0,England,6.0,10,2002,2011,UKBMS,52.208775,-1.609219
Ryton Wood North PH walk,SP38407280,438400,272800,535.0,England,3.0,29,1992,2020,UKBMS,52.351929,-1.4376516
Ryton Wood Landfill 1,SP37907280,437900,272800,1362.0,England,2.0,2,2002,2003,UKBMS,52.351963,-1.444992
Oversley Wood,SP10805650,410800,256500,,England,8.0,21,2000,2020,UKBMS,52.206621,-1.8433756
Parliament Piece,SP290730,429000,273000,,England,1.0,1,2000,2000,UKBMS,52.354302,-1.5756364
Snitterfield Bushes,SP200603,420000,260300,,England,8.0,21,1999,2019,UKBMS,52.240528,-1.7085249
Wappenbury Wood,SP37707090,437700,270900,,England,5.0,4,1999,2002,UKBMS,52.334897,-1.4481408
Wappenbury Wood 1,SP37707090,437700,270900,,England,1.0,1,2003,2003,UKBMS,52.334897,-1.4481408
Wolford Wood,SP23903350,423900,233500,,England,5.0,2,1999,2000,UKBMS,51.999432,-1.6532846
Ryton Meadows,SP37807280,437800,272800,2531.0,England,6.0,31,1990,2020,UKBMS,52.35197,-1.4464601
Baddesley Spoilheap,SP27309760,427300,297600,972.0,England,5.0,13,2006,2018,UKBMS,52.575538,-1.5985904
Ryton Meadows (Species),SP380728,438000,272800,335.0,England,1.0,16,2005,2020,UKBMS,52.351956,-1.443524
Ryton Wood (Purple Emperor),SP38207260,438200,272600,20.0,England,4.0,15,2005,2020,UKBMS,52.350145,-1.4406105
Leam Valley Reserve,SP336652,433600,265200,2070.0,England,8.0,7,2013,2019,UKBMS,52.28392,-1.5088766
Harbury Spoilbank,SP38505980,438500,259800,1300.0,England,5.0,15,2006,2020,UKBMS,52.235054,-1.4376648
Avon Heath Country Park North,SU12700370,412700,103700,5295.0,England,13.0,17,1992,2009,UKBMS,50.832696,-1.8210312
Avon Heath Country Park South,SU12500150,412500,101500,2525.0,England,7.0,16,1992,2007,UKBMS,50.812917,-1.8239455
Badbury Rings (NT),ST96300300,396300,103000,3303.0,England,14.0,29,1992,2020,UKBMS,50.826526,-2.0539003
Bracketts Coppice (DTNC),ST51600710,351600,107100,2861.0,England,15.0,24,1990,2013,UKBMS,50.861372,-2.6890627
Cashmoor,ST98601420,398600,114200,2556.0,England,5.0,8,1997,2004,UKBMS,50.927251,-2.0212916
Cerne Abbas Giant,ST66700170,366700,101700,3715.0,England,11.0,27,1994,2020,UKBMS,50.813884,-2.4740309
Clubmens Down (NT),ST88401870,388400,118700,2324.0,England,9.0,30,1991,2020,UKBMS,50.9676,-2.166567
Corfe Castle Mound,SY95908230,395900,82300,700.0,England,3.0,5,2000,2010,UKBMS,50.640375,-2.0593427
"Corfe, West Hill",SY95608240,395600,82400,1100.0,England,5.0,13,2007,2020,UKBMS,,
Deadmoor Common,ST75101110,375100,111100,2900.0,England,13.0,22,1994,2016,UKBMS,50.898835,-2.3554458
Duncliffe Wood (WT),ST820223,382000,122300,4000.0,England,8.0,35,1986,2020,UKBMS,50.999806,-2.2578871
Durlston Country Park East,SZ02907720,402900,77200,3625.0,England,8.0,32,1989,2020,UKBMS,50.59452,-1.9603889
Durlston Country Park West,SZ02707700,402700,77000,1580.0,England,8.0,29,1992,2020,UKBMS,50.592723,-1.9632159
Fifehead Magdafen Wood (WT),ST77802170,377800,121700,1964.0,England,5.0,35,1986,2020,UKBMS,50.994263,-2.3177024
Garston Wood (RSPB),SU00201910,400200,119100,2155.0,England,9.0,29,1990,2020,UKBMS,50.971316,-1.9985248
Girdler's Coppice (DTNC),ST79601330,379600,113300,,England,,3,1989,1991,UKBMS,50.918796,-2.291581
Hambledon Hill (NT),ST84501230,384500,112300,,England,,7,1986,1992,UKBMS,50.909957,-2.2218316
Ham Common,SY97809080,397800,90800,1550.0,England,,5,1999,2003,UKBMS,50.716824,-2.0325267
Hethfelton Wood,SY85708800,385700,88000,3680.0,England,7.0,20,2000,2020,UKBMS,50.69147,-2.2038098
Higher Hyde Heath (DTNC),SY85509040,385500,90400,2130.0,England,7.0,12,1991,2005,UKBMS,50.713048,-2.2067362
Hod Hill (NT),ST85501060,385500,110600,2781.0,England,12.0,35,1985,2020,UKBMS,50.894696,-2.2075404
Hog Cliff,SY63109670,363100,96700,2950.0,England,,3,1995,1997,UKBMS,50.768704,-2.5246237
Holton Lee,SY960917,396000,91700,2390.0,England,,5,1999,2003,UKBMS,50.724907,-2.0580332
Iford Landfill,SZ13809350,413800,93500,2200.0,England,13.0,10,1992,2004,UKBMS,50.740948,-1.8057914
Jerry's Hole (DTNC),ST87401640,387400,116400,400.0,England,2.0,35,1985,2020,UKBMS,50.946896,-2.1807274
Kingcombe Pound 'A' (DTNC),SY55409920,355400,99200,1070.0,England,6.0,26,1989,2014,UKBMS,50.790642,-2.6341105
Kingcombe Redholm 'B' (DTNC),SY55209890,355200,98900,2955.0,England,14.0,32,1989,2020,UKBMS,50.787929,-2.6369111
Kingcombe Stones 'C' (DTNC),SY54909790,354900,97900,2500.0,England,12.0,32,1989,2020,UKBMS,50.778913,-2.6410436
Kinson Common,SZ06809640,406800,96400,2270.0,England,9.0,20,2000,2020,UKBMS,50.767149,-1.9049426
Lorton Meadows,SY67408270,367400,82700,1935.0,England,9.0,19,2000,2020,UKBMS,50.643069,-2.4624095
Lulworth Lake,SY860835,386000,83500,1800.0,England,12.0,22,1999,2020,UKBMS,50.651011,-2.199391
Lydlinch Common (Private),ST73401330,373400,113300,2175.0,England,13.0,17,1987,2003,UKBMS,50.918542,-2.3797801
Melbury Down & Wood,ST910195,391000,119500,2480.0,England,9.0,25,1996,2020,UKBMS,50.974841,-2.1295609
Milldown (NDDC),ST88200730,388200,107300,2400.0,England,6.0,24,1991,2020,UKBMS,50.865083,-2.1690428
Moors Valley,SU10700560,410700,105600,2045.0,England,8.0,29,1992,2020,UKBMS,50.849822,-1.8493758
Oaker's Wood (Private),SY80909150,380900,91500,1880.0,England,10.0,12,1987,2000,UKBMS,50.722806,-2.2719453
Pamphill Moors (NT),ST99400020,399400,100200,1578.0,England,8.0,28,1993,2020,UKBMS,50.801359,-2.0098814
Piddle's Wood (DTNC),ST79601300,379600,113000,3329.0,England,11.0,31,1989,2020,UKBMS,50.916098,-2.2915641
Portland Broadcroft (DBC),SY69607200,369600,72000,1060.0,England,7.0,29,1992,2020,UKBMS,50.546967,-2.4304179
Portland Perryfields,SY69507130,369500,71300,400.0,England,5.0,20,2000,2020,UKBMS,50.540667,-2.4317717
Portland Tout (DCC),SY68507250,368500,72500,1580.0,England,7.0,28,1992,2020,UKBMS,50.551405,-2.445985
"Portland, High Angle Battery",SY69507350,369500,73500,1150.0,England,,1,1995,1995,UKBMS,,
Powerstock Bridleway,SY540973,354000,97300,1800.0,England,8.0,26,1991,2020,UKBMS,50.773447,-2.6537327
Powerstock North (DTNC),SY54309740,354300,97400,1400.0,England,7.0,36,1985,2020,UKBMS,50.77437,-2.6494909
Powerstock Poorwood,SY54309740,354300,97400,3100.0,England,10.0,27,1991,2019,UKBMS,50.77437,-2.6494909
Powerstock Railway,SY540974,354000,97400,1600.0,England,8.0,24,1994,2020,UKBMS,50.774346,-2.6537452
Sopley Common,SZ12909710,412900,97100,2560.0,England,10.0,23,1995,2020,UKBMS,50.773341,-1.8184211
Sovell Down (DTNC),ST99201070,399200,110700,945.0,England,5.0,36,1985,2020,UKBMS,50.895779,-2.0127457
Stour Valley,SZ08409650,408400,96500,3895.0,England,11.0,26,1994,2020,UKBMS,50.768027,-1.8822525
Stubhampton Bottom (Private),ST900157,390000,115700,2900.0,England,5.0,36,1985,2020,UKBMS,50.940653,-2.1436983
Studland (NNR),SZ02508500,402500,85000,3659.0,England,,13,1991,2003,UKBMS,50.664666,-1.9659899
"Swanage, Ballard Down",SZ020811,402000,81100,,England,15.0,10,1990,2000,UKBMS,,
Townsend Quarry (DWT),SZ02507830,402500,78300,1600.0,England,10.0,27,1994,2020,UKBMS,50.604414,-1.966033
Upton Heath North,SY98709500,398700,95000,1780.0,England,8.0,22,1999,2020,UKBMS,50.754596,-2.0197945
Upton Heath South,SY990942,399000,94200,1450.0,England,7.0,22,1999,2020,UKBMS,50.747403,-2.0155393
West Moors (RAOC),SU090045,409000,104500,3030.0,England,1.0,26,1985,2010,UKBMS,50.839959,-1.8735508
"Coombe Track, Arne",SY97208730,397200,87300,900.0,England,,13,1983,1995,UKBMS,,
"Salterns, Arne",SY96208690,396200,86900,700.0,England,,11,1983,1995,UKBMS,,
Winspit Valley,SY97607700,397600,77000,1970.0,England,7.0,18,2001,2020,UKBMS,50.592723,-2.0352659
"Court Farm, Sydling St Nicholas",SY630990,363000,99000,,England,,2,1993,1996,UKBMS,,
"Manor Farm, Ebbesbourne Wake",ST99402390,399400,123900,,England,,2,1993,1996,UKBMS,,
Grimstone Down,SY64309500,364300,95000,,England,,2,1993,1996,UKBMS,50.753493,-2.5074425
"Zig Zag Hill, Shaftesbury",ST89402040,389400,120400,,England,,2,1993,1996,UKBMS,,
Cashmoor New Route,ST98601410,398600,114100,2470.0,England,8.0,22,1999,2020,UKBMS,50.926352,-2.0212911
Lankham Bottom,ST610003,361000,100300,2000.0,England,15.0,18,2003,2020,UKBMS,50.800938,-2.5547843
Wareham Walls,SY920874,392000,87400,1290.0,England,9.0,20,1999,2020,UKBMS,50.686197,-2.1146072
Southfield Hog Cliff,SY62809690,362800,96900,2700.0,England,8.0,18,2003,2020,UKBMS,50.770483,-2.5288979
Langton Westwood,SY99107940,399100,79400,1600.0,England,8.0,17,2002,2020,UKBMS,50.61431,-2.0140813
Mude Valley,SZ18309310,418300,93100,2171.0,England,9.0,18,2003,2020,UKBMS,50.737227,-1.7420378
Lydlinch Common (New),ST73501350,373500,113500,2590.0,England,15.0,24,1996,2020,UKBMS,50.920345,-2.3783722
Stonebarrow Hill,SY38509330,338500,93300,2900.0,England,9.0,16,2005,2020,UKBMS,50.736041,-2.8728585
Alners Gorse,ST73601000,373600,110000,1727.0,England,9.0,16,2005,2020,UKBMS,50.888877,-2.3766953
Corfe Common,SY95508100,395500,81000,2450.0,England,5.0,16,2005,2020,UKBMS,50.628681,-2.0649832
Stoborough Heath,SY92308540,392300,85400,1585.0,England,5.0,15,2006,2020,UKBMS,50.668215,-2.1103183
Thorncombe Wood,SY72709220,372700,92200,2241.0,England,10.0,3,2005,2007,UKBMS,50.728771,-2.3881606
Redhill Common LNR,SZ08709540,408700,95400,1475.0,England,7.0,13,2006,2020,UKBMS,50.758131,-1.8780242
Stanpit Marsh LNR,SZ168921,416800,92100,2764.0,England,8.0,15,2006,2020,UKBMS,50.728279,-1.7633392
Grange Arch,SY91508160,391500,81600,3000.0,England,3.0,14,2007,2020,UKBMS,50.634032,-2.12155
Ridgeway Hill,SY92808190,392800,81900,2454.0,England,4.0,14,2007,2020,UKBMS,50.636747,-2.1031741
Bindon Hill,SY828802,382800,80200,2030.0,England,6.0,13,2008,2020,UKBMS,50.621248,-2.2445002
Turbary Common,SZ059947,405900,94700,,England,,4,2017,2020,UKBMS,50.751871,-1.9177312
Knowle Hill(1),SY941823,394100,82300,811.0,England,5.0,13,2008,2020,UKBMS,50.640359,-2.0847978
Knowle Hill 2,SY935823,393500,82300,1348.0,England,3.0,14,2007,2020,UKBMS,50.640353,-2.0932828
Nine Barrow Down,SZ005809,400500,80900,1301.0,England,4.0,14,2007,2020,UKBMS,50.6278,-1.9942922
Ailwood Down,SY994813,399400,81300,2200.0,England,4.0,13,2007,2020,UKBMS,50.631397,-2.0098447
Binbarrow,SY494886,349400,88600,1600.0,England,8.0,11,2010,2020,UKBMS,50.694833,-2.717767
Chard Junction,ST345044,334500,104400,1676.0,England,10.0,11,2010,2020,UKBMS,50.835408,-2.9315151
Slop Bog,SU078017,407800,101700,2000.0,England,6.0,14,2007,2020,UKBMS,50.814797,-1.8906519
Ferry Road West,SZ0284,402000,84000,2180.0,England,7.0,10,2011,2020,UKBMS,50.655675,-1.9730695
Black Hill,ST665006,366500,100600,2130.0,England,9.0,10,2011,2020,UKBMS,50.803981,-2.4767689
Baginton,SP34607590,434600,275900,,England,,1,1991,1991,UKBMS,52.380049,-1.4931204
Bircher Common,SO460663,346000,266300,1480.0,England,11.0,13,1993,2006,UKBMS,52.292164,-2.7931617
Breakheart Hill,ST75709660,375700,196600,,England,10.0,5,1989,1993,UKBMS,51.667645,-2.3527588
Breakheart Quarry,ST75409670,375400,196700,,England,10.0,5,1989,1993,UKBMS,51.668531,-2.3571036
Bredon Hill,SO94503810,394500,238100,3535.0,England,15.0,13,1987,2000,UKBMS,52.04127,-2.0815993
Bringsty Common,SO69905460,369900,254600,1600.0,England,15.0,21,1991,2015,UKBMS,52.188815,-2.441713
Broadway Railway Line,SP09203870,409200,238700,1475.0,England,10.0,2,1995,1996,UKBMS,52.046619,-1.8672647
Brotheridge Green,SO81704130,381700,241300,710.0,England,6.0,18,1998,2020,UKBMS,52.069763,-2.2683881
Brown Hills,SK03200640,403200,306400,,England,,1,1991,1991,UKBMS,52.655318,-1.95413
Castlemorton Common,SO78103940,378100,239400,2500.0,England,9.0,21,1998,2020,UKBMS,52.052549,-2.3207845
Chaddesley Wood,SO91207350,391200,273500,1420.0,England,10.0,35,1984,2020,UKBMS,52.359486,-2.1306433
Chase End Hill,SO76203550,376200,235500,2800.0,England,7.0,26,1992,2020,UKBMS,52.017408,-2.3482193
Cleeve Prior,SP07504890,407500,248900,1300.0,England,15.0,19,1984,2003,UKBMS,52.138347,-1.8918318
Colemere,SJ430333,343000,333300,,England,,2,1992,1993,UKBMS,52.894111,-2.8487038
Common Hill,SO590347,359000,234700,3550.0,England,11.0,9,1995,2005,UKBMS,52.009208,-2.598746
Coppet Hill,SO57601800,357600,218000,3200.0,England,11.0,25,1994,2020,UKBMS,51.858965,-2.6170777
Crickley Hill,SO93101630,393100,216300,3600.0,England,9.0,22,1996,2020,UKBMS,51.845256,-2.1015658
Croft Farm,SO75704630,375700,246300,,England,15.0,2,2000,2002,UKBMS,52.114483,-2.3562774
Ewyas Harold Common,SO38702950,338700,229500,1780.0,England,13.0,21,1999,2020,UKBMS,51.960587,-2.8935362
Grafton Wood,SO97305600,397300,256000,1380.0,England,15.0,22,1998,2020,UKBMS,52.202222,-2.0409248
Harbury Spoilbank,SP38605960,438600,259600,1300.0,England,5.0,15,1988,2006,UKBMS,52.233249,-1.4362234
Haugh Wood North,SO59503700,359500,237000,1060.0,England,10.0,16,1987,2004,UKBMS,52.029922,-2.5917348
Haugh Wood South,SO590360,359000,236000,3700.0,England,12.0,34,1987,2020,UKBMS,52.020895,-2.5989021
Hearsall Common,SP30807880,430800,278800,,England,,1,1992,1992,UKBMS,52.406346,-1.548678
Highnam Woods,SO77801940,377800,219400,,England,,6,1991,1996,UKBMS,51.872725,-2.3238598
Knapp & Papermill,SO740521,374000,252100,3850.0,England,15.0,37,1984,2020,UKBMS,52.166548,-2.3815483
Knowle Hill,SP29907280,429900,272800,1100.0,England,2.0,10,1992,2007,UKBMS,52.352456,-1.5624404
Lake View Park,SP31407950,431400,279500,1310.0,England,15.0,15,1991,2009,UKBMS,52.412605,-1.5397931
Lineover Wood,SO98801870,398800,218700,2620.0,England,10.0,30,1991,2020,UKBMS,51.866876,-2.0188332
Loxley Meadow,SP25805340,425800,253400,,England,,5,1993,1997,UKBMS,52.178256,-1.6241107
Malvern Hills North,SO76504550,376500,245500,2735.0,England,15.0,4,1999,2002,UKBMS,52.107325,-2.3445395
Malvern Hills South,SO760382,376000,238200,3150.0,England,15.0,17,1987,2003,UKBMS,52.041673,-2.3513239
Miserden (Bull Banks),SO94800840,394800,208400,1050.0,England,12.0,31,1988,2020,UKBMS,51.774246,-2.0767673
Monk Wood 1,SO80306030,380300,260300,1980.0,England,12.0,34,1986,2020,UKBMS,52.240531,-2.2899207
Monk Wood 2,SO80306040,380300,260400,,England,15.0,7,1996,2002,UKBMS,52.24143,-2.2899266
Mons Hill,SO93509250,393500,292500,1430.0,England,9.0,12,1988,2005,UKBMS,52.530329,-2.0972466
Old Hawne Colliery,SO95708480,395700,284800,2500.0,England,15.0,4,1999,2002,UKBMS,52.461128,-2.0647144
Perry Wood,SO86605470,386600,254700,1574.0,England,14.0,16,1985,2000,UKBMS,52.190376,-2.197436
Prestbury Hill,SO99202440,399200,224400,3500.0,England,12.0,17,1992,2020,UKBMS,51.918125,-2.0130391
Rodborough Common,SO84800280,384800,202800,800.0,England,11.0,20,1993,2020,UKBMS,51.723712,-2.2214529
Ryton Wood & Pool,SP37907260,437900,272600,1500.0,England,5.0,31,1990,2020,UKBMS,52.350165,-1.4450146
Stinchcombe A,ST740983,374000,198300,,England,15.0,19,1988,2020,UKBMS,51.682854,-2.3774662
